Energy	Sweep0	Sweep1	Sum
1219.35009766	6421.21484375	6577.03222656	12998.2470703	
1219.40002441	6610.70214844	6713.91796875	13324.6201172	
1219.45007324	7067.4453125	6861.91455078	13929.3598633	
1219.5	6989.88964844	6887.44140625	13877.3310547	
1219.55004883	7302.02490234	7264.87451172	14566.8994141	
1219.60009766	7385.55810547	7416.38574219	14801.9438477	
1219.65002441	7618.48144531	7744.40917969	15362.890625	
1219.70007324	7637.42138672	7882.70019531	15520.121582	
1219.75	8109.12304688	8016.92138672	16126.0444336	
1219.80004883	8128.24365234	8075.47363281	16203.7172852	
1219.85009766	8166.24707031	8313.63085938	16479.8779297	
1219.90002441	8516.05371094	8355.77050781	16871.8242188	
1219.95007324	8647.02734375	8562.67089844	17209.6982422	
1220.0	8802.20703125	8846.96484375	17649.171875	
1220.05004883	9090.078125	9055.13671875	18145.2148438	
1220.10009766	9192.41992188	9354.95117188	18547.3710938	
1220.15002441	9296.96289062	9468.24902344	18765.2119141	
1220.20007324	9475.38183594	9627.86523438	19103.2470703	
1220.25	9631.34179688	9664.60449219	19295.9462891	
1220.30004883	10060.6201172	9955.13867188	20015.7587891	
1220.35009766	10137.5576172	10058.1123047	20195.6699219	
1220.40002441	10396.9707031	10305.1210938	20702.0917969	
1220.45007324	10417.7490234	10524.5585938	20942.3076172	
1220.5	10436.3505859	10585.1572266	21021.5078125	
1220.55004883	10640.8818359	10689.8857422	21330.7675781	
1220.60009766	10920.7685547	10900.0771484	21820.8457031	
1220.65002441	11106.6484375	11032.0957031	22138.7441406	
1220.70007324	10947.3564453	11270.7519531	22218.1083984	
1220.75	11306.3837891	11318.2529297	22624.6367188	
1220.80004883	11602.8242188	11550.4873047	23153.3115234	
1220.85009766	11702.0791016	11848.2207031	23550.2998047	
1220.90002441	11736.453125	11896.4814453	23632.9345703	
1220.95007324	11867.0273438	12174.7021484	24041.7294922	
1221.0	12181.7919922	12197.2587891	24379.0507812	
1221.05004883	12372.3857422	12216.2197266	24588.6054688	
1221.10009766	12649.0976562	12333.6728516	24982.7705078	
1221.15002441	12510.3759766	12723.5341797	25233.9101562	
1221.20007324	12710.2724609	12899.8037109	25610.0761719	
1221.25	12906.6464844	12848.5029297	25755.1494141	
1221.30004883	12955.6425781	13021.4472656	25977.0898438	
1221.35009766	13044.6074219	13412.8378906	26457.4453125	
1221.40002441	13275.4804688	13575.0380859	26850.5185547	
1221.45007324	13392.5351562	13644.5488281	27037.0839844	
1221.5	13544.0703125	13631.7402344	27175.8105469	
1221.55004883	13670.0341797	13591.3798828	27261.4140625	
1221.60009766	13950.390625	14031.1699219	27981.5605469	
1221.65002441	14071.9414062	14236.1630859	28308.1044922	
1221.70007324	14216.1787109	14481.2890625	28697.4677734	
1221.75	14278.6875	14568.3359375	28847.0234375	
1221.80004883	14501.6933594	14754.7519531	29256.4453125	
1221.85009766	14820.6367188	14841.3740234	29662.0107422	
1221.90002441	14770.0253906	14939.8886719	29709.9140625	
1221.95007324	14875.4931641	15086.6132812	29962.1064453	
1222.0	15164.1015625	15227.8388672	30391.9404297	
1222.05004883	15408.9990234	15120.4150391	30529.4140625	
1222.10009766	15548.1445312	15279.2207031	30827.3652344	
1222.15002441	15400.7158203	15529.34375	30930.0595703	
1222.20007324	15363.09375	15729.2236328	31092.3173828	
1222.25	15603.5966797	15935.5449219	31539.1416016	
1222.30004883	15821.9394531	15831.515625	31653.4550781	
1222.35009766	15970.3007812	16124.7861328	32095.0869141	
1222.40002441	16186.9892578	16375.2548828	32562.2441406	
1222.45007324	16225.4990234	16376.6748047	32602.1738281	
1222.5	16314.3867188	16445.515625	32759.9023438	
1222.55004883	16530.2324219	16571.8320312	33102.0644531	
1222.60009766	16532.0527344	16527.0625	33059.1152344	
1222.65002441	16623.4433594	16494.4960938	33117.9394531	
1222.70007324	16785.5429688	16846.1738281	33631.7167969	
1222.75	16773.8007812	16888.7539062	33662.5546875	
1222.80004883	17009.4003906	16979.90625	33989.3066406	
1222.85009766	17021.5078125	17064.1269531	34085.6347656	
1222.90002441	17187.2734375	17358.5878906	34545.8613281	
1222.95007324	17280.8457031	17318.5917969	34599.4375	
1223.0	17162.9414062	17287.6367188	34450.578125	
1223.05004883	17412.6738281	17396.0488281	34808.7226562	
1223.10009766	17404.0351562	17313.0683594	34717.1035156	
1223.15002441	17303.1621094	17510.1269531	34813.2890625	
1223.20007324	17353.7148438	17596.0507812	34949.765625	
1223.25	17574.5742188	17686.4101562	35260.984375	
1223.30004883	17672.375	17508.5097656	35180.8847656	
1223.35009766	17652.3242188	17659.2246094	35311.5488281	
1223.40002441	17666.9414062	17640.8808594	35307.8222656	
1223.45007324	17509.2402344	17723.2539062	35232.4941406	
1223.5	17820.2109375	17767.0273438	35587.2382812	
1223.55004883	17593.6132812	17605.03125	35198.6445312	
1223.60009766	17612.953125	17595.9550781	35208.9082031	
1223.65002441	17588.8964844	17646.9335938	35235.8300781	
1223.70007324	17566.4980469	17424.90625	34991.4042969	
1223.75	17500.7871094	17494.4042969	34995.1914062	
1223.80004883	17397.9296875	17457.0878906	34855.0175781	
1223.85009766	17286.4140625	17230.8007812	34517.2148438	
1223.90002441	17222.0878906	17320.9375	34543.0253906	
1223.95007324	17143.5488281	17178.4804688	34322.0292969	
1224.0	17223.4375	17001.6640625	34225.1015625	
1224.05004883	17233.5546875	16849.0136719	34082.5683594	
1224.10009766	17047.9921875	16861.90625	33909.8984375	
1224.15002441	16845.9609375	16654.0371094	33499.9980469	
1224.20007324	16776.3671875	16685.1054688	33461.4726562	
1224.25	16518.3125	16745.65625	33263.96875	
1224.30004883	16148.9833984	16457.1972656	32606.1806641	
1224.35009766	16026.0712891	16115.4765625	32141.5478516	
1224.40002441	16190.0488281	16165.9179688	32355.9667969	
1224.45007324	16053.3769531	16149.1533203	32202.5302734	
1224.5	15857.9003906	16100.2998047	31958.2001953	
1224.55004883	15862.1533203	15932.6005859	31794.7539062	
1224.60009766	15658.6943359	15829.5576172	31488.2519531	
1224.65002441	15655.2832031	15741.4619141	31396.7451172	
1224.70007324	15296.2236328	15731.6757812	31027.8994141	
1224.75	15574.4277344	15323.7119141	30898.1396484	
1224.80004883	15474.8330078	15447.5703125	30922.4033203	
1224.85009766	15330.0859375	15331.4238281	30661.5097656	
1224.90002441	15160.0908203	15101.8916016	30261.9824219	
1224.95007324	15036.0625	15041.6552734	30077.7177734	
1225.0	14927.6083984	14899.4042969	29827.0126953	
1225.05004883	14833.2060547	14844.9199219	29678.1259766	
1225.10009766	14571.4501953	14650.7792969	29222.2294922	
1225.15002441	14445.7119141	14639.9111328	29085.6230469	
1225.20007324	14290.4726562	14428.7597656	28719.2324219	
1225.25	14320.8867188	14315.3798828	28636.2666016	
1225.30004883	14225.3466797	14313.2539062	28538.6005859	
1225.35009766	14071.5400391	14094.6826172	28166.2226562	
1225.40002441	13921.7783203	13973.6875	27895.4658203	
1225.45007324	13652.3388672	13813.5654297	27465.9042969	
1225.5	13452.5283203	13413.9160156	26866.4443359	
1225.55004883	13248.1884766	13265.5527344	26513.7412109	
1225.60009766	13086.4042969	13161.3603516	26247.7646484	
1225.65002441	13005.3925781	12885.2666016	25890.6591797	
1225.70007324	12713.7900391	12702.4882812	25416.2783203	
1225.75	12488.0019531	12422.0351562	24910.0371094	
1225.80004883	12195.4345703	12161.5810547	24357.015625	
1225.85009766	11918.5263672	11750.4052734	23668.9316406	
1225.90002441	11451.8642578	11635.0029297	23086.8671875	
1225.95007324	11515.4316406	11351.6298828	22867.0615234	
1226.0	11246.3496094	11197.2910156	22443.640625	
1226.05004883	10843.9160156	10970.3085938	21814.2246094	
1226.10009766	10508.078125	10612.8837891	21120.9619141	
1226.15002441	10273.4472656	10298.8457031	20572.2929688	
1226.20007324	9969.71484375	10166.4179688	20136.1328125	
1226.25	9697.29882812	9728.91601562	19426.2148438	
1226.30004883	9362.31738281	9607.73046875	18970.0478516	
1226.35009766	9153.76367188	9171.90527344	18325.6689453	
1226.40002441	8837.55566406	8886.15429688	17723.7099609	
1226.45007324	8633.89648438	8728.50683594	17362.4033203	
1226.5	8262.40234375	8323.53710938	16585.9394531	
1226.55004883	7902.20019531	8037.49462891	15939.6948242	
1226.60009766	7640.39892578	7814.14648438	15454.5454102	
1226.65002441	7370.71337891	7392.54882812	14763.262207	
1226.70007324	7110.09179688	6968.76708984	14078.8588867	
1226.75	6869.046875	6783.18896484	13652.2358398	
1226.80004883	6567.98144531	6509.01708984	13076.9985352	
1226.85009766	6221.74902344	6222.72949219	12444.4785156	
1226.90002441	5949.6484375	6041.28613281	11990.9345703	
1226.95007324	5758.5078125	5670.390625	11428.8984375	
1227.0	5488.67675781	5392.67578125	10881.3525391	
1227.05004883	5285.5078125	5094.89794922	10380.4057617	
1227.10009766	4991.10351562	4997.76123047	9988.86474609	
1227.15002441	4730.07275391	4732.47607422	9462.54882812	
1227.20007324	4501.16601562	4447.00439453	8948.17041016	
1227.25	4380.49658203	4290.36523438	8670.86181641	
1227.30004883	4162.98681641	4274.72070312	8437.70751953	
1227.35009766	3950.36279297	3966.40698242	7916.76977539	
1227.40002441	3747.83447266	3760.25439453	7508.08886719	
1227.45007324	3589.27099609	3538.19946289	7127.47045898	
1227.5	3334.05102539	3314.55859375	6648.60961914	
1227.55004883	3211.15209961	3202.05810547	6413.21020508	
1227.60009766	2954.7980957	3142.83911133	6097.63720703	
1227.65002441	2874.82177734	2946.90527344	5821.72705078	
1227.70007324	2760.9465332	2880.54785156	5641.49438477	
1227.75	2654.89257812	2711.31665039	5366.20922852	
1227.80004883	2576.47094727	2566.42822266	5142.89916992	
1227.85009766	2503.98095703	2391.70581055	4895.68676758	
1227.90002441	2418.99829102	2349.0378418	4768.03613281	
1227.95007324	2415.81054688	2284.91821289	4700.72875977	
1228.0	2296.83862305	2263.04370117	4559.88232422	
1228.05004883	2119.60913086	2178.90649414	4298.515625	
1228.10009766	2037.51538086	2037.02758789	4074.54296875	
1228.15002441	2056.19067383	2099.40917969	4155.59985352	
1228.20007324	1977.53393555	1915.52587891	3893.05981445	
1228.25	1950.60302734	1924.87524414	3875.47827148	
1228.30004883	1912.64587402	1930.71032715	3843.35620117	
1228.35009766	1844.10290527	1862.67736816	3706.78027344	
1228.40002441	1798.07348633	1738.73059082	3536.80407715	
1228.45007324	1780.66149902	1742.63378906	3523.29528809	
1228.5	1728.11120605	1723.21691895	3451.328125	
1228.55004883	1695.03820801	1700.44311523	3395.48132324	
1228.60009766	1652.75585938	1688.25952148	3341.01538086	
1228.65002441	1639.70947266	1618.54003906	3258.24951172	
1228.70007324	1588.12036133	1626.60070801	3214.72106934	
1228.75	1658.0098877	1621.63598633	3279.64587402	
1228.80004883	1584.55932617	1598.02441406	3182.58374023	
1228.85009766	1524.44006348	1642.59155273	3167.03161621	
1228.90002441	1579.4140625	1530.22912598	3109.64318848	
1228.95007324	1517.08618164	1468.60083008	2985.68701172	
1229.0	1486.77368164	1429.42700195	2916.20068359	
1229.05004883	1444.55395508	1440.92407227	2885.47802734	
1229.10009766	1382.4095459	1492.11315918	2874.52270508	
1229.15002441	1463.78710938	1481.06225586	2944.84936523	
1229.20007324	1456.9822998	1352.98901367	2809.97131348	
1229.25	1367.04626465	1401.54602051	2768.59228516	
1229.30004883	1420.96520996	1440.89440918	2861.85961914	
1229.35009766	1284.77209473	1395.47888184	2680.25097656	
1229.40002441	1350.63916016	1357.12329102	2707.76245117	
1229.45007324	1401.64697266	1292.28649902	2693.93347168	
1229.5	1344.64465332	1407.54675293	2752.19140625	
1229.55004883	1370.60839844	1398.39794922	2769.00634766	
1229.60009766	1312.31518555	1328.42797852	2640.74316406	
1229.65002441	1304.11877441	1237.61022949	2541.72900391	
1229.70007324	1303.54345703	1296.17480469	2599.71826172	
1229.75	1236.40649414	1294.1463623	2530.55285645	
1229.80004883	1265.70031738	1271.33300781	2537.0333252	
1229.85009766	1255.44763184	1281.81408691	2537.26171875	
1229.90002441	1229.79638672	1210.00134277	2439.79772949	
1229.95007324	1225.76806641	1189.08569336	2414.85375977	
1230.0	1184.31188965	1233.88110352	2418.19299316	
1230.05004883	1289.25061035	1210.33898926	2499.58959961	
1230.10009766	1251.45825195	1242.66210938	2494.12036133	
1230.15002441	1241.47058105	1209.92346191	2451.39404297	
1230.20007324	1247.52697754	1204.70581055	2452.23278809	
1230.25	1167.77429199	1202.45288086	2370.22717285	
1230.30004883	1193.01037598	1167.85412598	2360.86450195	
1230.35009766	1155.12390137	1146.97058105	2302.09448242	
1230.40002441	1176.4777832	1196.52770996	2373.00549316	
1230.45007324	1174.73046875	1241.13745117	2415.86791992	
1230.5	1185.34326172	1118.52636719	2303.86962891	
1230.55004883	1217.39245605	1162.4708252	2379.86328125	
1230.60009766	1153.4185791	1131.0802002	2284.4987793	
1230.65002441	1153.23364258	1072.49890137	2225.73254395	
1230.70007324	1153.96655273	1163.59411621	2317.56066895	
1230.75	1050.88525391	1140.57019043	2191.45544434	
1230.80004883	1157.55688477	1112.06835938	2269.62524414	
1230.85009766	1131.23242188	1141.40600586	2272.63842773	
1230.90002441	1120.0411377	1051.35424805	2171.39538574	
1230.95007324	1141.08972168	1099.17724609	2240.26696777	
1231.0	1147.45288086	1077.02905273	2224.48193359	
1231.05004883	1118.91894531	1108.03771973	2226.95666504	
1231.10009766	1058.97436523	1130.08447266	2189.05883789	
1231.15002441	1094.13012695	1085.09631348	2179.22644043	
1231.20007324	1042.08483887	1107.34631348	2149.43115234	
1231.25	1092.27490234	1112.44580078	2204.72070312	
1231.30004883	1075.5838623	1087.75415039	2163.3380127	
1231.35009766	1040.4152832	1070.78869629	2111.20397949	
1231.40002441	1062.31018066	1024.72937012	2087.03955078	
1231.45007324	1054.88867188	1084.7130127	2139.60168457	
1231.5	1072.70800781	1060.65893555	2133.36694336	
1231.55004883	1106.41223145	1052.23913574	2158.65136719	
1231.60009766	1091.91674805	1107.10302734	2199.01977539	
1231.65002441	1092.23669434	1072.7097168	2164.94641113	
1231.70007324	1111.75073242	1046.11450195	2157.86523438	
1231.75	1090.56726074	1072.38208008	2162.94934082	
1231.80004883	1016.41748047	1077.02893066	2093.44641113	
1231.85009766	1050.79187012	1066.0690918	2116.86096191	
1231.90002441	1026.93762207	1006.88720703	2033.8248291	
1231.95007324	1024.3671875	968.808654785	1993.17584229	
1232.0	995.36529541	965.879333496	1961.24462891	
1232.05004883	1036.85327148	1026.38574219	2063.23901367	
1232.10009766	1057.88439941	1005.51690674	2063.40130615	
1232.15002441	1040.73266602	1015.75128174	2056.48394775	
1232.20007324	1011.33953857	1030.61071777	2041.95025635	
1232.25	1050.39978027	1059.44702148	2109.84680176	
1232.30004883	1014.78082275	1061.69897461	2076.47979736	
1232.35009766	1022.45068359	1031.26879883	2053.71948242	
1232.40002441	1082.94689941	1015.56158447	2098.50848389	
1232.45007324	1027.06750488	997.932739258	2025.00024414	
1232.5	1020.41204834	1011.5925293	2032.00457764	
1232.55004883	1004.03497314	1012.16015625	2016.19512939	
1232.60009766	980.560791016	984.274597168	1964.83538818	
1232.65002441	989.741516113	1010.28314209	2000.0246582	
1232.70007324	1006.66687012	1004.68847656	2011.35534668	
1232.75	1002.63208008	998.440124512	2001.07220459	
1232.80004883	982.40435791	980.278869629	1962.68322754	
1232.85009766	985.220153809	973.797058105	1959.01721191	
1232.90002441	952.476867676	998.687133789	1951.16400146	
1232.95007324	944.713989258	947.974914551	1892.68890381	
1233.0	978.632141113	952.856811523	1931.48895264	
1233.05004883	935.175964355	971.022033691	1906.19799805	
1233.10009766	964.877502441	1013.54571533	1978.42321777	
1233.15002441	990.681518555	1004.88208008	1995.56359863	
1233.20007324	963.455871582	955.443359375	1918.89923096	
1233.25	932.655578613	949.512145996	1882.16772461	
1233.30004883	1001.34942627	997.669250488	1999.01867676	
1233.35009766	975.796081543	1052.8927002	2028.68878174	
1233.40002441	1001.43823242	1016.81555176	2018.25378418	
1233.45007324	959.991210938	992.798217773	1952.78942871	
1233.5	945.376037598	1023.94433594	1969.32037354	
1233.55004883	945.25793457	959.02722168	1904.28515625	
1233.60009766	989.061401367	965.014892578	1954.07629395	
1233.65002441	937.764953613	939.088806152	1876.85375977	
1233.70007324	976.594726562	954.180419922	1930.77514648	
1233.75	962.176208496	968.350158691	1930.52636719	
1233.80004883	1003.96453857	906.32043457	1910.28497314	
1233.85009766	950.374572754	970.878723145	1921.2532959	
1233.90002441	970.409240723	929.326171875	1899.7354126	
1233.95007324	971.468322754	950.18536377	1921.65368652	
1234.0	943.674987793	949.698486328	1893.37347412	
1234.05004883	960.848205566	941.196838379	1902.04504395	
1234.10009766	958.158508301	920.215087891	1878.37359619	
1234.15002441	963.445861816	921.465820312	1884.91168213	
1234.20007324	928.334655762	936.796508789	1865.13116455	
1234.25	979.888305664	962.675292969	1942.56359863	
1234.30004883	961.110229492	951.050354004	1912.1605835	
1234.35009766	972.70916748	945.034484863	1917.74365234	
1234.40002441	942.991699219	966.739685059	1909.73138428	
1234.45007324	935.217346191	938.635192871	1873.85253906	
1234.5	950.954467773	951.255859375	1902.21032715	
1234.55004883	947.97833252	964.958435059	1912.93676758	
1234.60009766	976.471923828	926.35534668	1902.82727051	
1234.65002441	974.344238281	892.256347656	1866.60058594	
1234.70007324	937.631225586	910.927368164	1848.55859375	
1234.75	930.108215332	906.38079834	1836.48901367	
1234.80004883	874.621154785	926.359069824	1800.98022461	
1234.85009766	910.606079102	906.78894043	1817.39501953	
1234.90002441	932.535095215	923.650634766	1856.18572998	
1234.95007324	905.396362305	915.83001709	1821.22637939	
1235.0	907.44744873	940.11541748	1847.56286621	
1235.05004883	949.217468262	920.776306152	1869.99377441	
1235.10009766	928.555725098	929.743347168	1858.29907227	
1235.15002441	899.475952148	950.874023438	1850.34997559	
1235.20007324	898.415100098	925.061706543	1823.47680664	
1235.25	932.094238281	876.475402832	1808.56964111	
1235.30004883	942.520385742	899.097900391	1841.61828613	
1235.35009766	921.334594727	914.626281738	1835.96087646	
1235.40002441	896.620239258	855.814086914	1752.43432617	
1235.45007324	905.617004395	928.955322266	1834.57232666	
1235.5	928.231384277	942.80847168	1871.03985596	
1235.55004883	927.946777344	908.222351074	1836.16912842	
1235.60009766	881.52557373	918.640380859	1800.16595459	
1235.65002441	915.589050293	905.226623535	1820.81567383	
1235.70007324	912.512939453	948.761413574	1861.27435303	
1235.75	925.891235352	956.369995117	1882.26123047	
1235.80004883	900.310424805	945.761657715	1846.07208252	
1235.85009766	920.494812012	951.686706543	1872.18151855	
1235.90002441	908.52923584	913.819641113	1822.34887695	
1235.95007324	926.34942627	949.791687012	1876.14111328	
1236.0	907.221435547	931.752807617	1838.97424316	
1236.05004883	914.105041504	911.54675293	1825.65179443	
1236.10009766	897.206115723	893.988647461	1791.19476318	
1236.15002441	904.578430176	901.604919434	1806.18334961	
1236.20007324	899.357299805	905.418273926	1804.77557373	
1236.25	939.079711914	874.65222168	1813.73193359	
1236.30004883	937.538208008	889.29309082	1826.83129883	
1236.35009766	901.819152832	956.27520752	1858.09436035	
1236.40002441	948.530883789	890.38482666	1838.91571045	
1236.45007324	920.939025879	920.272460938	1841.21148682	
1236.5	928.399291992	874.505004883	1802.90429688	
1236.55004883	892.885498047	865.819091797	1758.70458984	
1236.60009766	899.675231934	852.485595703	1752.16082764	
1236.65002441	903.487426758	884.027709961	1787.51513672	
1236.70007324	867.765991211	886.807189941	1754.57318115	
1236.75	865.378356934	862.653320312	1728.03167725	
1236.80004883	902.209533691	911.466247559	1813.67578125	
1236.85009766	895.516174316	931.58807373	1827.10424805	
1236.90002441	875.292480469	869.130004883	1744.42248535	
1236.95007324	914.841369629	886.441345215	1801.28271484	
1237.0	912.955505371	933.378112793	1846.33361816	
1237.05004883	882.418701172	880.795349121	1763.21405029	
1237.10009766	884.088378906	883.396118164	1767.48449707	
1237.15002441	876.127990723	914.929321289	1791.05731201	
1237.20007324	869.278015137	887.766967773	1757.04498291	
1237.25	867.883605957	871.944030762	1739.82763672	
1237.30004883	871.10760498	908.096313477	1779.20391846	
1237.35009766	840.54095459	852.150939941	1692.69189453	
1237.40002441	827.095031738	895.725585938	1722.82061768	
1237.45007324	923.440673828	936.760925293	1860.20159912	
1237.5	925.218261719	919.725830078	1844.9440918	
1237.55004883	925.902832031	945.918518066	1871.8213501	
1237.60009766	905.175109863	904.750061035	1809.9251709	
1237.65002441	868.169555664	924.613098145	1792.78265381	
1237.70007324	874.174438477	905.164794922	1779.3392334	
1237.75	899.251220703	864.708435059	1763.95965576	
1237.80004883	926.968200684	930.321533203	1857.28973389	
1237.85009766	876.518066406	865.38671875	1741.90478516	
1237.90002441	905.417663574	847.418945312	1752.83660889	
1237.95007324	891.021179199	906.326293945	1797.34747314	
1238.0	910.411010742	853.643188477	1764.05419922	
1238.05004883	924.573974609	894.600097656	1819.17407227	
1238.10009766	903.713684082	950.303955078	1854.01763916	
1238.15002441	955.480285645	908.354553223	1863.83483887	
1238.20007324	933.672241211	838.974304199	1772.64654541	
1238.25	894.921630859	866.62902832	1761.55065918	
1238.30004883	898.404541016	875.861877441	1774.26641846	
1238.35009766	890.692504883	906.327880859	1797.02038574	
1238.40002441	884.385559082	918.739562988	1803.12512207	
1238.45007324	826.27532959	847.305664062	1673.58099365	
1238.5	866.074829102	819.991333008	1686.06616211	
1238.55004883	898.253723145	879.307739258	1777.5614624	
1238.60009766	836.81048584	854.156860352	1690.96734619	
1238.65002441	851.456970215	856.120361328	1707.57733154	
1238.70007324	869.850097656	891.541625977	1761.39172363	
1238.75	855.385253906	914.529846191	1769.9151001	
1238.80004883	838.509643555	891.560913086	1730.07055664	
1238.85009766	844.736999512	898.144592285	1742.8815918	
1238.90002441	867.686706543	900.876586914	1768.56329346	
1238.95007324	841.882629395	896.122802734	1738.00543213	
1239.0	898.668701172	853.869140625	1752.5378418	
1239.05004883	875.582702637	918.485839844	1794.06854248	
1239.10009766	815.02520752	873.569885254	1688.59509277	
1239.15002441	870.641357422	888.272888184	1758.91424561	
1239.20007324	871.023254395	921.523132324	1792.54638672	
1239.25	875.190246582	903.167114258	1778.35736084	
1239.30004883	817.70513916	884.237426758	1701.94256592	
1239.35009766	853.577758789	912.697509766	1766.27526855	
1239.40002441	851.070373535	925.953857422	1777.02423096	
1239.45007324	862.705688477	847.669006348	1710.37469482	
1239.5	844.954345703	870.686157227	1715.64050293	
1239.55004883	862.512329102	834.89050293	1697.40283203	
1239.60009766	898.71484375	822.197570801	1720.91241455	
1239.65002441	860.077758789	896.628540039	1756.70629883	
1239.70007324	881.387634277	918.406005859	1799.79364014	
1239.75	891.844848633	872.832458496	1764.67730713	
1239.80004883	868.535705566	868.50378418	1737.03948975	
1239.85009766	866.350524902	843.246826172	1709.59735107	
1239.90002441	877.380615234	830.618164062	1707.9987793	
1239.95007324	862.921569824	861.993530273	1724.9151001	
1240.0	885.956115723	869.854187012	1755.81030273	
1240.05004883	877.598571777	885.230285645	1762.82885742	
1240.10009766	874.220336914	880.374450684	1754.5947876	
1240.15002441	901.469970703	891.204833984	1792.67480469	
1240.20007324	865.672058105	861.620422363	1727.29248047	
1240.25	827.887939453	884.097045898	1711.98498535	
1240.30004883	838.967651367	899.509216309	1738.47686768	
1240.35009766	815.16809082	890.938537598	1706.10662842	
1240.40002441	897.491516113	889.702819824	1787.19433594	
1240.45007324	877.981506348	920.782104492	1798.76361084	
1240.5	885.773010254	876.526000977	1762.29901123	
1240.55004883	895.365661621	873.608337402	1768.97399902	
1240.60009766	831.74810791	858.745483398	1690.49359131	
1240.65002441	845.583374023	837.640136719	1683.22351074	
1240.70007324	871.112976074	862.496398926	1733.609375	
1240.75	826.347961426	816.337158203	1642.68511963	
1240.80004883	810.214355469	824.543945312	1634.75830078	
1240.85009766	882.184082031	904.921569824	1787.10565186	
1240.90002441	873.411132812	853.898620605	1727.30975342	
1240.95007324	835.603759766	835.062316895	1670.66607666	
1241.0	833.352661133	886.449707031	1719.80236816	
1241.05004883	847.012268066	869.195739746	1716.20800781	
1241.10009766	827.509521484	830.604125977	1658.11364746	
1241.15002441	842.995361328	836.637268066	1679.63262939	
1241.20007324	853.831787109	839.686828613	1693.51861572	
1241.25	852.315551758	871.989379883	1724.30493164	
1241.30004883	862.421386719	899.929321289	1762.35070801	
1241.35009766	853.925415039	824.259094238	1678.18450928	
1241.40002441	887.114746094	831.504272461	1718.61901855	
1241.45007324	904.431640625	841.655639648	1746.08728027	
1241.5	848.469787598	865.821960449	1714.29174805	
1241.55004883	867.980651855	835.667907715	1703.64855957	
1241.60009766	833.21496582	844.370239258	1677.58520508	
1241.65002441	821.304931641	839.526000977	1660.83093262	
1241.70007324	830.897155762	864.627563477	1695.52471924	
1241.75	852.193115234	819.660461426	1671.85357666	
1241.80004883	862.128540039	848.80267334	1710.93121338	
1241.85009766	852.651550293	793.638305664	1646.28985596	
1241.90002441	834.027954102	876.338439941	1710.36639404	
1241.95007324	814.125732422	860.583374023	1674.70910645	
1242.0	869.617858887	828.66204834	1698.27990723	
1242.05004883	856.909118652	855.757324219	1712.66644287	
1242.10009766	831.424133301	886.030456543	1717.45458984	
1242.15002441	813.866271973	822.826538086	1636.69281006	
1242.20007324	793.867614746	866.312805176	1660.18041992	
1242.25	863.215393066	853.955627441	1717.17102051	
1242.30004883	806.171569824	869.01159668	1675.1831665	
1242.35009766	868.52746582	848.00567627	1716.53314209	
1242.40002441	821.105895996	856.145019531	1677.25091553	
1242.45007324	836.420166016	841.700439453	1678.12060547	
1242.5	825.263427734	899.925048828	1725.18847656	
1242.55004883	812.533203125	903.31036377	1715.84356689	
1242.60009766	886.413330078	847.920898438	1734.33422852	
1242.65002441	883.86907959	843.627685547	1727.49676514	
1242.70007324	895.381347656	903.620849609	1799.00219727	
1242.75	900.527526855	822.335083008	1722.86260986	
1242.80004883	853.606201172	863.721069336	1717.32727051	
1242.85009766	869.799621582	874.707214355	1744.50683594	
1242.90002441	842.720947266	859.978393555	1702.69934082	
1242.95007324	893.138916016	835.184204102	1728.32312012	
1243.0	863.623840332	859.227355957	1722.85119629	
1243.05004883	827.303649902	811.168457031	1638.47210693	
1243.10009766	801.523254395	861.561523438	1663.08477783	
1243.15002441	852.739196777	840.289001465	1693.02819824	
1243.20007324	796.082214355	883.529052734	1679.61126709	
1243.25	848.039245605	881.887390137	1729.92663574	
1243.30004883	848.355651855	817.137329102	1665.49298096	
1243.35009766	811.98638916	805.407592773	1617.39398193	
1243.40002441	881.487915039	813.161499023	1694.64941406	
1243.45007324	882.714782715	839.710754395	1722.42553711	
1243.5	869.035766602	854.541320801	1723.5770874	
1243.55004883	838.548461914	883.652099609	1722.20056152	
1243.60009766	795.208740234	822.034606934	1617.24334717	
1243.65002441	838.066589355	805.587768555	1643.65435791	
1243.70007324	853.18963623	837.902099609	1691.09173584	
1243.75	829.042602539	829.447753906	1658.49035645	
1243.80004883	841.500610352	836.130126953	1677.6307373	
1243.85009766	847.998901367	802.477416992	1650.47631836	
1243.90002441	861.697692871	825.149475098	1686.84716797	
1243.95007324	859.816101074	854.687438965	1714.50354004	
1244.0	843.464599609	857.612609863	1701.07720947	
1244.05004883	857.248413086	823.146606445	1680.39501953	
1244.10009766	862.995300293	797.926879883	1660.92218018	
1244.15002441	839.09588623	858.018005371	1697.1138916	
1244.20007324	830.596557617	871.674255371	1702.27081299	
1244.25	859.472839355	839.71307373	1699.18591309	
1244.30004883	837.998046875	817.60357666	1655.60162354	
1244.35009766	858.340942383	853.331726074	1711.67266846	
1244.40002441	825.065185547	885.202880859	1710.26806641	
1244.45007324	822.582641602	830.475646973	1653.05828857	
1244.5	814.338928223	878.883422852	1693.22235107	
1244.55004883	836.678161621	850.795898438	1687.47406006	
1244.60009766	813.244384766	824.684631348	1637.92901611	
